#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2017-09-06T20:41:36 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ59b05d086866	
#INFO	-out.max=1000	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/A+A/559/A43&tab:{J/A+A/559/A43/table6}&key:source=J/A+A/559/A43/table6&HTTPPRM:&&-ref=VIZ59b05d086866&-out.max=1000&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.src=J/A+A/559/A43/table6&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Seq&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=pmDE&-out=plx&-out=rc&-out=RV&-out=Vpar&-out=Vperp&Vperp=< 2 & >-2&-out=M&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-sort=_r
#-order=I
#-out.src=J/A+A/559/A43/table6
#-sort=_r
#-source=J/A+A/559/A43/table6
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=plx
#-out=rc
#-out=RV
#-out=Vpar
#-out=Vperp
#Vperp=< 2 & >-2
#-out=M
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#

#RESOURCE=yCat_35590043
#Name: J/A+A/559/A43
#Title: Pan-STARRS1 (PS1) observations of the Hyades (Goldman+, 2013)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_559_A43_table6:
#Name: J/A+A/559/A43/table6
#Title: Photometric and kinematic parameters for 773 Hyades member candidates
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Seq	(I8)	Identifier (Seq<=724 ix from Roeser et al. 2011, J/A+A/531/A92)	[ucd=meta.id]
#Column	RAJ2000	(F11.7)	PPMXL Right Ascension (J2000.0, epoch 2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	PPMXL Declination (J2000.0, epoch 2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	PPMXL Proper Motion in RA*cos(DEdeg)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.2)	PPMXL Proper Motion in Dec	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	Secular parallax	[ucd=pos.parallax]
#Column	rc	(F5.2)	[0/30] Distance from the cluster centre	[ucd=phys.size.radius]
#Column	RV	(F5.2)	[16/46] Predicted radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	Vpar	(F5.2)	[5/43] Tangential velocity in direction of the convergent point	[ucd=phys.veloc.transverse]
#Column	Vperp	(F5.2)	[-5/4] Tangential velocity in direction perpendicular to the convergent point	[ucd=phys.veloc.transverse]
#Column	M	(F5.2)	[0.09/2.6] Mass of the star	[ucd=phys.mass]
#Column	Jmag	(F6.3)	2MASS J band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	Error of Jmag	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	2MASS H band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	Error of Hmag	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	2MASS Ks band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	Error of Kmag	[ucd=stat.error;phot.mag;em.IR.K]
_RAJ2000	_DEJ2000	Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag
065.961301	+09.205415	     275	065.9613011	+09.2054147	102.28	  -7.31	20.40	 6.86	38.64	23.82	-0.71	 0.68	 9.117	 0.020	 8.481	 0.031	 8.226	 0.018
065.976715	+14.052112	     276	065.9767150	+14.0521117	114.16	 -15.62	22.58	 3.06	38.42	24.17	 0.98	 0.74	 8.506	 0.023	 7.925	 0.021	 7.786	 0.021
065.986149	+18.638928	     277	065.9861494	+18.6389281	 88.07	 -26.85	17.54	10.86	37.96	24.88	 0.05	 0.20	12.353	 0.021	11.772	 0.022	11.494	 0.018
065.989197	+22.181603	     278	065.9891969	+22.1816033	119.83	 -44.03	23.57	 5.82	37.44	25.66	 0.85	 0.32	10.867	 0.021	10.253	 0.020	 9.999	 0.017
065.996399	+16.721578	     279	065.9963992	+16.7215783	109.21	 -28.19	21.80	 0.97	38.19	24.53	-0.10	 0.59	 9.421	 0.022	 8.787	 0.021	 8.561	 0.018
065.997941	+11.383020	     280	065.9979414	+11.3830197	 88.01	  -7.77	17.52	11.79	38.59	23.90	 0.36	 0.39	11.091	 0.024	10.522	 0.029	10.201	 0.022
066.023999	+17.444127	     281	066.0239994	+17.4441275	108.17	 -34.66	21.84	 1.15	38.12	24.64	-1.04	 2.07	 4.561	 0.268	 4.513	 0.210	 4.414	 0.020
066.030945	+22.118870	     282	066.0309447	+22.1188697	111.51	 -44.97	22.25	 4.59	37.47	25.62	 0.02	 0.72	 8.627	 0.024	 8.066	 0.023	 7.886	 0.020
066.051938	+14.758227	     284	066.0519381	+14.7582269	109.88	 -21.96	21.94	 1.92	38.40	24.21	-0.02	 1.20	 6.357	 0.018	 6.105	 0.017	 6.007	 0.017
066.053271	+16.378934	     285	066.0532711	+16.3789344	 90.73	 -20.21	18.03	 9.19	38.25	24.44	 0.51	 1.16	 7.081	 0.021	 6.883	 0.029	 6.797	 0.020
066.060726	+21.736245	     286	066.0607261	+21.7362447	118.21	 -46.30	23.59	 5.58	37.54	25.51	 0.06	 1.26	 6.148	 0.023	 5.946	 0.026	 5.871	 0.020
066.064105	+12.247286	     287	066.0641053	+12.2472856	101.50	 -14.63	20.32	 4.78	38.57	23.93	-0.37	 0.25	11.632	 0.021	11.014	 0.020	10.778	 0.019
066.070582	+18.002909	     288	066.0705817	+18.0029094	110.58	 -35.20	22.26	 1.91	38.07	24.71	-0.62	 0.82	 8.154	 0.018	 7.636	 0.023	 7.524	 0.018
066.092798	+17.078952	     291	066.0927975	+17.0789525	 97.03	 -27.54	19.49	 5.06	38.19	24.53	-0.43	 1.40	 6.059	 0.019	 5.935	 0.018	 5.892	 0.018
066.117766	+15.884291	     292	066.1177656	+15.8842908	107.60	 -26.40	21.59	 1.02	38.32	24.32	-0.31	 0.36	10.765	 0.022	10.184	 0.021	 9.897	 0.018
066.118019	+16.886167	     293	066.1180189	+16.8861669	110.33	 -24.51	21.87	 0.99	38.22	24.48	 0.87	 1.16	 6.655	 0.027	 6.397	 0.020	 6.290	 0.016
066.127445	+18.986928	     294	066.1274450	+18.9869281	108.01	 -35.84	21.69	 2.00	37.97	24.86	-0.29	 0.23	11.645	 0.020	11.075	 0.022	10.776	 0.020
066.131364	+13.928620	     295	066.1313636	+13.9286197	110.13	 -19.46	22.04	 2.55	38.49	24.05	 0.00	 0.20	11.901	 0.022	11.324	 0.021	11.055	 0.019
066.159965	+15.909626	     296	066.1599653	+15.9096261	 74.53	 -23.42	15.20	19.51	38.34	24.30	-1.84	 0.40	11.335	 0.022	10.671	 0.022	10.447	 0.020
066.200214	+15.874706	     299	066.2002136	+15.8747064	 97.36	 -30.78	19.88	 4.08	38.36	24.27	-1.89	 0.79	 8.716	 0.020	 8.065	 0.018	 7.852	 0.020
066.238031	+19.042009	     300	066.2380308	+19.0420086	109.69	 -34.50	21.97	 2.14	38.01	24.81	 0.17	 1.61	 5.168	 0.037	 5.044	 0.021	 4.984	 0.016
066.251020	+16.984891	     301	066.2510203	+16.9848911	 94.60	 -25.54	19.02	 6.28	38.26	24.42	-0.13	 0.82	 8.486	 0.023	 7.980	 0.024	 7.830	 0.016
066.306442	+17.268184	     302	066.3064419	+17.2681839	108.76	 -34.58	22.12	 1.36	38.25	24.43	-1.01	 0.64	 9.149	 0.023	 8.481	 0.027	 8.268	 0.029
066.310681	+18.973571	     303	066.3106806	+18.9735714	 97.03	 -29.58	19.42	 5.53	38.05	24.75	 0.37	 0.61	 9.594	 0.022	 8.958	 0.020	 8.706	 0.018
066.312873	+08.048836	     304	066.3128728	+08.0488364	142.53	   0.32	28.67	12.97	38.79	23.57	 0.28	 0.58	 8.908	 0.026	 8.316	 0.049	 8.061	 0.026
066.318888	+16.302352	     305	066.3188881	+16.3023522	110.80	 -28.41	22.35	 1.72	38.36	24.26	-0.24	 0.20	11.867	 0.022	11.296	 0.024	10.982	 0.018
066.320538	+08.067748	     306	066.3205375	+08.0677481	141.40	   2.52	28.44	12.74	38.80	23.56	 0.66	 0.32	10.422	 0.023	 9.836	 0.028	 9.572	 0.020
066.325758	+23.060804	     307	066.3257575	+23.0608036	106.52	 -45.46	21.37	 5.21	37.41	25.70	 0.20	 0.46	10.264	 0.022	 9.617	 0.022	 9.401	 0.018
066.333496	+23.108643	     308	066.3334958	+23.1086431	 93.90	 -38.86	18.74	 8.98	37.41	25.70	 0.51	 0.60	 9.731	 0.021	 9.106	 0.022	 8.859	 0.017
066.342354	+22.293872	     309	066.3423544	+22.2938717	105.11	 -45.07	21.27	 4.64	37.55	25.49	-0.30	 2.34	 4.093	 0.284	 4.064	 0.228	 4.077	 0.470
066.354230	+22.199996	     310	066.3542300	+22.1999964	111.95	 -47.73	22.66	 4.89	37.58	25.46	-0.30	 1.84	 5.086	 0.250	 4.921	 0.230	 4.607	 0.016
066.354276	+17.915343	     311	066.3542756	+17.9153425	110.88	 -29.96	22.20	 1.71	38.20	24.52	 0.50	 0.70	 8.730	 0.020	 8.160	 0.017	 7.977	 0.018
066.372431	+17.927905	     312	066.3724306	+17.9279050	107.58	 -34.54	21.84	 1.26	38.20	24.51	-0.64	 2.28	 4.338	 0.316	 4.381	 0.238	 4.098	 0.029
066.405106	+08.591367	     313	066.4051058	+08.5913672	108.64	   6.20	21.87	 6.57	38.83	23.51	 1.94	 0.17	12.324	 0.023	11.729	 0.031	11.403	 0.021
066.405486	+15.941013	     314	066.4054861	+15.9410131	104.07	 -27.71	21.13	 1.30	38.43	24.15	-0.67	 1.50	 5.524	 0.024	 5.285	 0.024	 5.254	 0.023
066.424310	+19.013223	     315	066.4243097	+19.0132228	 86.33	 -28.17	17.43	11.24	38.08	24.69	-0.05	 0.41	11.010	 0.020	10.387	 0.022	10.130	 0.019
066.445919	+17.544619	     316	066.4459186	+17.5446194	102.90	 -31.36	20.90	 1.74	38.28	24.40	-0.49	 0.31	11.189	 0.022	10.589	 0.021	10.316	 0.018
066.448161	+18.017272	     317	066.4481611	+18.0172722	111.22	 -35.77	22.62	 2.40	38.22	24.48	-0.57	 1.02	 7.314	 0.020	 6.901	 0.015	 6.767	 0.021
066.460183	+15.002542	     318	066.4601833	+15.0025422	106.13	 -29.43	21.73	 1.50	38.54	23.98	-1.52	 0.23	11.629	 0.022	11.049	 0.022	10.778	 0.018
066.465237	+13.502693	     319	066.4652367	+13.5026928	114.14	 -25.00	23.26	 4.19	38.66	23.79	-1.19	 0.30	11.013	 0.023	10.400	 0.024	10.111	 0.018
066.465530	+18.864060	     320	066.4655297	+18.8640597	109.25	 -35.98	22.13	 2.12	38.12	24.64	-0.20	 1.21	 6.269	 0.018	 5.976	 0.024	 5.893	 0.017
066.488910	+05.150144	     321	066.4889100	+05.1501436	 95.85	   3.98	19.33	11.25	38.83	23.51	-0.76	 1.31	 6.415	 0.030	 6.213	 0.051	 6.110	 0.021
066.518012	+17.120716	     322	066.5180117	+17.1207158	112.82	 -35.84	23.10	 3.08	38.35	24.28	-1.03	 0.33	10.887	 0.022	10.276	 0.025	 9.987	 0.022
066.524420	+15.524331	     323	066.5244197	+15.5243306	110.05	 -25.72	22.31	 1.83	38.52	24.01	-0.18	 1.22	 6.456	 0.018	 6.210	 0.023	 6.140	 0.021
066.576932	+22.813580	     325	066.5769319	+22.8135800	108.80	 -46.81	22.02	 4.99	37.55	25.49	 0.08	 2.28	 3.859	 0.250	 3.793	 0.232	 3.761	 0.348
066.577073	+21.470429	     326	066.5770733	+21.4704292	102.29	 -38.42	20.59	 4.55	37.78	25.15	 0.45	 1.28	 6.342	 0.019	 6.150	 0.026	 6.073	 0.021
066.586421	+15.618268	     327	066.5864206	+15.6182681	114.32	 -32.19	23.44	 3.79	38.53	23.99	-1.18	 2.13	 4.167	 0.252	 3.954	 0.236	 4.028	 0.236
066.590443	+18.000285	     328	066.5904431	+18.0002847	 99.70	 -29.03	20.18	 3.42	38.28	24.39	 0.15	 0.33	11.119	 0.021	10.557	 0.023	10.253	 0.017
066.667173	+16.746900	     330	066.6671728	+16.7468997	110.82	 -27.39	22.43	 1.80	38.45	24.12	 0.36	 1.09	 6.893	 0.023	 6.643	 0.036	 6.547	 0.021
066.678429	+12.686579	     331	066.6784286	+12.6865789	123.39	 -16.36	25.04	 7.08	38.79	23.56	 0.30	 0.88	 7.824	 0.018	 7.209	 0.023	 7.030	 0.024
066.698411	+21.234921	     332	066.6984114	+21.2349211	115.76	 -46.39	23.62	 5.32	37.86	25.03	-0.20	 0.67	 8.724	 0.020	 8.076	 0.021	 7.936	 0.023
066.701080	+10.871073	     333	066.7010803	+10.8710733	112.99	 -14.78	23.07	 5.46	38.89	23.40	-0.88	 0.97	 7.528	 0.039	 6.968	 0.033	 6.882	 0.020
066.726429	+13.138174	     334	066.7264292	+13.1381742	105.72	 -17.35	21.54	 2.91	38.78	23.58	-0.12	 0.76	 8.432	 0.041	 7.917	 0.029	 7.795	 0.031
066.763132	+24.104385	     335	066.7631325	+24.1043850	104.81	 -48.89	21.30	 6.05	37.38	25.74	 0.15	 0.26	11.489	 0.022	10.882	 0.024	10.574	 0.022
066.777014	+16.429887	     336	066.7770139	+16.4298869	104.00	 -26.00	21.18	 0.96	38.53	24.00	 0.11	 0.15	12.498	 0.037	11.851	 0.034	11.710	 0.041
066.819331	+17.241851	     337	066.8193308	+17.2418514	108.96	 -35.03	22.49	 1.92	38.46	24.11	-0.94	 0.53	 9.714	 0.019	 9.067	 0.028	 8.826	 0.024
066.850393	+14.118656	     338	066.8503933	+14.1186558	107.52	 -18.36	21.90	 2.19	38.76	23.61	 0.41	 0.26	11.401	 0.023	10.782	 0.026	10.529	 0.020
066.855592	+14.260673	     339	066.8555922	+14.2606728	103.78	 -21.93	21.28	 2.11	38.75	23.63	-0.42	 0.79	 8.374	 0.029	 7.822	 0.023	 7.713	 0.023
066.899541	+15.589190	     340	066.8995408	+15.5891900	102.94	 -24.47	21.09	 1.43	38.66	23.79	-0.13	 1.25	 6.375	 0.018	 6.174	 0.026	 6.141	 0.024
066.902043	+19.445907	     341	066.9020431	+19.4459069	 81.80	 -26.80	16.65	13.94	38.21	24.50	 0.36	 0.41	11.045	 0.021	10.453	 0.022	10.186	 0.019
066.919774	+16.248711	     342	066.9197744	+16.2487114	 89.01	 -17.45	17.98	 9.28	38.60	23.88	 1.26	 0.33	11.398	 0.023	10.730	 0.027	10.484	 0.024
066.941979	+11.736422	     344	066.9419786	+11.7364225	110.39	 -11.09	22.56	 4.42	38.95	23.31	 0.45	 1.21	 6.424	 0.018	 6.222	 0.029	 6.158	 0.017
066.945984	+14.417748	     345	066.9459844	+14.4177483	102.21	 -19.95	20.93	 2.38	38.78	23.59	 0.07	 0.90	 7.894	 0.030	 7.456	 0.023	 7.348	 0.020
066.986522	+19.060795	     346	066.9865219	+19.0607947	 84.37	 -29.67	17.40	11.34	38.29	24.37	-0.38	 0.74	 9.045	 0.032	 8.480	 0.029	 8.354	 0.018
066.995682	+18.500247	     347	066.9956817	+18.5002467	102.82	 -32.90	21.11	 1.80	38.37	24.24	-0.04	 0.84	 8.152	 0.026	 7.655	 0.016	 7.533	 0.018
066.996725	+18.759082	     348	066.9967253	+18.7590817	 89.05	 -30.25	18.35	 8.37	38.34	24.30	-0.31	 0.54	10.053	 0.020	 9.467	 0.022	 9.219	 0.019
067.003263	+21.619904	     349	067.0032631	+21.6199044	 97.93	 -41.72	20.22	 5.15	37.92	24.95	-0.38	 1.77	 5.163	 0.017	 5.103	 0.017	 5.055	 0.018
067.018484	+13.867941	     351	067.0184836	+13.8679414	106.72	 -17.78	21.85	 2.36	38.85	23.47	 0.37	 0.97	 7.506	 0.027	 7.142	 0.044	 7.003	 0.021
067.045288	+16.470932	     352	067.0452875	+16.4709317	114.25	 -28.05	23.40	 3.59	38.63	23.84	 0.32	 0.72	 8.560	 0.032	 7.994	 0.065	 7.758	 0.026
067.093437	+13.822730	     353	067.0934372	+13.8227297	 97.31	 -23.15	20.22	 3.94	38.88	23.42	-1.24	 0.25	11.670	 0.026	11.050	 0.027	10.789	 0.019
067.097511	+14.740976	     354	067.0975108	+14.7409764	109.50	 -20.49	22.43	 2.35	38.81	23.54	 0.51	 1.62	 5.209	 0.026	 5.114	 0.026	 5.027	 0.023
067.154162	+19.180429	     357	067.1541619	+19.1804294	106.34	 -37.67	22.01	 2.17	38.34	24.29	-0.30	 2.60	 1.748	 0.284	 1.314	 0.226	 1.422	 0.254
067.155056	+19.740681	     358	067.1550564	+19.7406806	 98.34	 -41.83	20.71	 3.16	38.26	24.41	-1.46	 1.03	 7.292	 0.023	 6.996	 0.016	 6.908	 0.016
067.165586	+15.870882	     359	067.1655861	+15.8708819	108.41	 -26.74	22.37	 1.77	38.73	23.66	-0.07	 2.60	 2.994	 0.206	 2.997	 0.212	 2.880	 0.264
067.201238	+17.285463	     360	067.2012378	+17.2854631	106.51	 -30.62	22.00	 0.99	38.60	23.88	-0.04	 1.15	 6.696	 0.024	 6.462	 0.026	 6.404	 0.020
067.209018	+13.047603	     361	067.2090178	+13.0476028	105.58	 -15.00	21.74	 2.97	38.98	23.25	 0.42	 1.98	 4.793	 0.198	 4.656	 0.204	 4.534	 0.033
067.211736	+16.289006	     362	067.2117356	+16.2890064	100.35	 -24.27	20.65	 2.13	38.71	23.70	 0.32	 0.91	 8.114	 0.023	 7.555	 0.038	 7.349	 0.021
067.249055	+16.159095	     363	067.2490550	+16.1590950	105.99	 -21.13	21.63	 0.47	38.74	23.66	 1.21	 1.44	 5.527	 0.026	 5.305	 0.044	 5.220	 0.020
067.250637	+16.346330	     364	067.2506372	+16.3463300	107.81	 -26.19	22.20	 1.33	38.72	23.69	 0.35	 0.45	10.266	 0.026	 9.625	 0.030	 9.374	 0.019
067.273800	+09.182456	     366	067.2738003	+09.1824564	 75.99	  -8.91	15.77	18.50	39.16	22.94	-1.62	 0.28	12.004	 0.021	11.415	 0.023	11.119	 0.026
067.295795	+26.246756	     367	067.2957947	+26.2467561	100.50	 -62.43	21.46	 7.73	37.14	26.09	-1.46	 0.56	 9.680	 0.021	 9.038	 0.021	 8.827	 0.018
067.317633	+12.360344	     369	067.3176333	+12.3603436	 98.81	 -14.50	20.48	 4.39	39.06	23.11	-0.13	 0.42	10.537	 0.027	 9.924	 0.030	 9.677	 0.020
067.335640	+17.544936	     370	067.3356400	+17.5449364	105.47	 -31.21	21.86	 0.91	38.62	23.85	-0.02	 1.33	 6.027	 0.026	 5.774	 0.040	 5.724	 0.020
067.376461	+17.863163	     371	067.3764614	+17.8631628	106.04	 -32.81	22.03	 1.33	38.60	23.89	-0.10	 1.35	 6.045	 0.029	 5.887	 0.033	 5.809	 0.023
067.378186	+26.671549	     372	067.3781861	+26.6715489	 80.96	 -48.31	17.06	15.25	37.07	26.18	-0.72	 1.00	 7.844	 0.021	 7.534	 0.027	 7.462	 0.029
067.379114	+16.244779	     373	067.3791144	+16.2447792	101.20	 -21.64	20.78	 1.85	38.78	23.59	 0.97	 0.86	 8.224	 0.024	 7.689	 0.021	 7.515	 0.021
067.381695	+17.893185	     374	067.3816947	+17.8931850	108.25	 -32.11	22.41	 1.95	38.59	23.89	 0.20	 0.94	 7.524	 0.024	 7.149	 0.023	 7.055	 0.027
067.405820	+21.668642	     376	067.4058200	+21.6686422	110.95	 -48.27	23.19	 5.03	38.06	24.73	-0.38	 0.42	10.227	 0.019	 9.635	 0.016	 9.413	 0.016
067.412476	+22.882726	     377	067.4124764	+22.8827256	 84.36	 -34.16	17.21	13.03	37.85	25.05	 1.00	 0.74	 9.096	 0.022	 8.496	 0.020	 8.368	 0.019
067.482249	+16.914046	     378	067.4822492	+16.9140456	111.32	 -30.57	23.15	 3.15	38.75	23.64	 0.08	 0.56	 9.524	 0.023	 8.901	 0.034	 8.653	 0.022
067.490530	+16.672839	     379	067.4905297	+16.6728389	105.41	 -28.88	21.96	 0.86	38.78	23.59	-0.06	 0.93	 7.619	 0.024	 7.211	 0.027	 7.139	 0.024
067.502109	+22.375125	     380	067.5021089	+22.3751250	119.44	 -57.71	25.28	 7.99	37.97	24.86	-0.90	 0.13	12.562	 0.021	11.992	 0.021	11.648	 0.020
067.513645	+10.939265	     381	067.5136453	+10.9392653	 64.42	 -10.68	13.51	28.32	39.21	22.87	-1.48	 0.79	 9.454	 0.022	 8.861	 0.029	 8.716	 0.025
067.535824	+15.637839	     382	067.5358239	+15.6378386	107.34	 -24.56	22.32	 1.78	38.90	23.39	 0.27	 1.72	 4.853	 0.037	 5.031	 0.280	 4.690	 0.018
067.574882	+19.840576	     384	067.5748819	+19.8405764	 95.01	 -28.13	19.38	 5.92	38.41	24.19	 1.53	 1.37	 6.105	 0.024	 5.890	 0.033	 5.843	 0.023
067.599833	+17.499733	     385	067.5998328	+17.4997331	 85.31	 -22.04	17.63	10.42	38.72	23.68	 0.86	 0.51	10.362	 0.024	 9.795	 0.027	 9.492	 0.022
067.640136	+16.194012	     386	067.6401358	+16.1940122	104.55	 -25.90	21.81	 0.75	38.88	23.41	 0.25	 2.08	 4.773	 0.224	 4.677	 0.200	 4.364	 0.036
067.641135	+14.748099	     387	067.6411350	+14.7480994	 96.47	 -24.02	20.31	 3.35	39.02	23.19	-0.74	 0.42	10.563	 0.019	 9.954	 0.022	 9.712	 0.018
067.645324	+15.733981	     388	067.6453239	+15.7339814	 97.38	 -22.18	20.29	 3.11	38.93	23.34	 0.39	 1.08	 7.336	 0.034	 6.902	 0.021	 6.817	 0.018
067.655679	+13.724404	     389	067.6556786	+13.7244042	107.24	 -18.96	22.41	 2.94	39.11	23.04	 0.18	 1.80	 5.221	 0.312	 4.834	 0.036	 4.748	 0.017
067.659145	+22.908023	     390	067.6591450	+22.9080228	 93.72	 -45.66	19.83	 6.66	37.94	24.92	-0.59	 0.66	 9.248	 0.023	 8.579	 0.033	 8.378	 0.024
067.662000	+15.691878	     391	067.6620000	+15.6918775	104.00	 -24.86	21.74	 0.99	38.94	23.32	 0.11	 1.80	 5.458	 0.242	 4.967	 0.036	 4.903	 0.023
067.677511	+14.661524	     392	067.6775114	+14.6615242	122.63	 -27.94	25.75	 7.67	39.04	23.15	-0.32	 0.17	11.932	 0.023	11.355	 0.022	11.026	 0.017
067.687522	+22.630087	     393	067.6875222	+22.6300869	 83.09	 -39.01	17.53	11.98	38.00	24.83	-0.39	 0.46	10.624	 0.026	10.013	 0.030	 9.787	 0.018
067.694983	+16.148696	     394	067.6949828	+16.1486964	 97.68	 -22.66	20.33	 2.93	38.91	23.37	 0.58	 1.51	 5.627	 0.023	 5.448	 0.026	 5.383	 0.018
067.717019	-01.213057	     395	067.7170194	-01.2130567	128.73	  36.54	27.10	15.97	38.89	23.41	 0.37	 0.20	11.403	 0.023	10.830	 0.024	10.527	 0.020
067.732371	+24.838174	     396	067.7323706	+24.8381742	106.92	 -54.74	22.39	 6.67	37.59	25.44	 0.08	 0.23	11.588	 0.022	10.973	 0.020	10.676	 0.018
067.738215	+10.751770	     397	067.7382153	+10.7517703	103.14	  -9.57	21.63	 4.84	39.30	22.70	 0.06	 1.33	 6.139	 0.034	 5.944	 0.029	 5.893	 0.020
067.738881	+12.303791	     398	067.7388811	+12.3037906	113.54	 -17.82	23.86	 5.59	39.23	22.83	-0.32	 0.47	 9.945	 0.021	 9.374	 0.022	 9.085	 0.020
067.795856	+16.395862	     399	067.7958564	+16.3958622	 90.60	 -19.00	18.76	 6.99	38.92	23.35	 1.27	 0.39	10.895	 0.021	10.281	 0.022	10.037	 0.021
067.802656	+12.477365	     400	067.8026556	+12.4773653	101.82	  -6.32	21.13	 3.65	39.24	22.80	 1.95	 0.18	12.201	 0.022	11.610	 0.022	11.305	 0.023
067.815373	+20.133156	     401	067.8153731	+20.1331558	 98.71	 -44.81	21.27	 2.92	38.45	24.11	-1.54	 1.02	 7.259	 0.020	 6.965	 0.063	 6.884	 0.023
067.815702	+10.704280	     402	067.8157022	+10.7042803	106.16	  -8.95	22.30	 5.03	39.33	22.65	 0.23	 0.39	10.535	 0.029	 9.944	 0.033	 9.676	 0.024
067.817003	+12.200146	     403	067.8170028	+12.2001461	105.34	  -7.46	21.94	 3.74	39.27	22.77	 1.56	 0.28	11.298	 0.024	10.704	 0.031	10.401	 0.024
067.831508	+10.923774	     404	067.8315083	+10.9237742	120.10	 -10.44	25.23	 7.98	39.33	22.65	 0.33	 0.19	11.643	 0.024	11.017	 0.033	10.772	 0.019
067.872278	+13.903468	     405	067.8722781	+13.9034681	 91.34	 -20.14	19.34	 5.93	39.18	22.92	-0.62	 1.22	 6.733	 0.020	 6.572	 0.051	 6.455	 0.021
067.904595	+17.709779	     406	067.9045953	+17.7097792	106.02	 -30.18	22.20	 1.63	38.81	23.53	 0.51	 0.91	 7.726	 0.020	 7.293	 0.031	 7.170	 0.020
067.931784	+21.154617	     407	067.9317842	+21.1546167	 90.06	 -29.16	18.41	 8.91	38.34	24.30	 1.89	 0.17	12.654	 0.029	12.058	 0.036	11.762	 0.026
067.965656	+15.851559	     408	067.9656558	+15.8515594	106.35	 -32.45	22.74	 2.54	39.04	23.15	-1.13	 1.58	 5.306	 0.019	 5.227	 0.024	 5.146	 0.016
067.968616	+15.499481	     409	067.9686158	+15.4994806	 97.84	 -24.71	20.72	 2.29	39.08	23.09	-0.23	 0.76	 8.667	 0.023	 8.034	 0.016	 7.895	 0.024
068.020036	+05.410041	     410	068.0200361	+05.4100414	113.43	   8.55	24.01	 9.86	39.44	22.46	 0.19	 1.44	 5.593	 0.024	 5.385	 0.020	 5.333	 0.021
068.033184	+17.664483	     411	068.0331836	+17.6644831	101.70	 -36.38	21.82	 1.16	38.87	23.44	-1.04	 0.35	10.898	 0.021	10.288	 0.022	 9.986	 0.018
068.098987	+17.750739	     412	068.0989867	+17.7507386	107.94	 -38.28	23.17	 3.35	38.88	23.42	-0.90	 0.34	10.753	 0.021	10.161	 0.019	 9.913	 0.017
068.106892	+13.113231	     413	068.1068917	+13.1132306	104.35	 -19.28	22.19	 3.23	39.32	22.67	-0.31	 0.78	 8.423	 0.026	 7.791	 0.033	 7.654	 0.020
068.120755	+17.904630	     414	068.1207550	+17.9046303	 69.16	 -16.94	14.37	23.31	38.87	23.44	 1.57	 0.44	11.211	 0.022	10.644	 0.021	10.375	 0.018
